TIME,S_MIN,S_MAX,S_MID,S_COUNT,S_VAR,T_MIN,T_MAX,T_MID,T_COUNT,T_VAR,SGR_MIN,SGR_MAX,SGR_MID,SGR_COUNT,SGR_VAR,SO
1132,14.85 ,56.41 ,34.94 ,13,14.48 ,19.60 ,44.04 ,29.61 ,25,8.13 ,0.40 ,0.45 ,0.43 ,27,0.0126,0.5832
1133,16.44 ,61.93 ,52.41 ,51,12.34 ,18.96 ,44.04 ,29.73 ,23,7.30 ,0.39 ,0.52 ,0.42 ,26,0.0244,0.575
1134,18.38 ,66.23 ,50.09 ,16,14.40 ,16.39 ,43.89 ,29.37 ,25,7.67 ,0.39 ,0.52 ,0.43 ,28,0.0243,0.5362
1135,13.98 ,68.00 ,44.80 ,14,18.26 ,10.89 ,41.57 ,26.26 ,27,8.92 ,0.39 ,0.45 ,0.42 ,28,0.0172,0.4908
1137,21.10 ,61.91 ,53.00 ,51,11.74 ,19.60 ,42.58 ,28.25 ,26,6.99 ,0.39 ,0.45 ,0.42 ,27,0.0165,0.4954
1138,22.87 ,66.43 ,52.96 ,16,12.14 ,18.17 ,41.99 ,28.00 ,24,7.36 ,0.40 ,0.46 ,0.43 ,25,0.0184,0.4201
1139,14.02 ,67.87 ,48.08 ,15,17.75 ,16.55 ,38.56 ,26.57 ,22,6.64 ,0.40 ,0.48 ,0.43 ,30,0.0159,0.4833
1140,18.67 ,66.13 ,41.19 ,13,16.62 ,5.29 ,42.83 ,25.71 ,28,9.33 ,0.41 ,0.48 ,0.44 ,26,0.0211,0.453
1141,23.24 ,62.77 ,53.55 ,51,12.18 ,4.32 ,42.76 ,26.22 ,25,10.37 ,0.41 ,0.49 ,0.43 ,27,0.0171,0.4746
1142,25.35 ,66.29 ,53.91 ,17,10.77 ,15.53 ,41.63 ,30.77 ,39,6.21 ,0.41 ,0.49 ,0.44 ,30,0.0221,0.4947
1143,13.87 ,78.02 ,50.49 ,17,20.07 ,13.50 ,39.50 ,25.46 ,23,6.91 ,0.42 ,0.48 ,0.43 ,23,0.0141,0.3607
1144,17.55 ,77.06 ,46.17 ,13,19.69 ,11.92 ,39.87 ,24.34 ,24,7.05 ,0.41 ,0.47 ,0.43 ,30,0.0154,0.4538
1145,22.32 ,66.02 ,54.81 ,46,12.38 ,5.04 ,41.14 ,23.66 ,24,9.13 ,0.41 ,0.46 ,0.43 ,26,0.0143,0.5
1146,24.96 ,73.29 ,52.39 ,23,12.18 ,3.14 ,41.35 ,22.89 ,29,9.73 ,0.40 ,0.48 ,0.43 ,31,0.0203,0.5312
1147,16.22 ,80.82 ,49.90 ,15,17.79 ,12.26 ,40.12 ,29.77 ,29,8.18 ,0.39 ,0.47 ,0.43 ,24,0.0191,0.5553
1148,17.14 ,84.99 ,48.46 ,14,22.20 ,10.24 ,38.74 ,28.38 ,34,7.65 ,0.36 ,0.45 ,0.42 ,29,0.0225,0.5432
1149,20.67 ,78.93 ,56.36 ,43,13.08 ,9.42 ,38.00 ,23.98 ,25,6.84 ,0.36 ,0.45 ,0.42 ,24,0.0224,0.6007
1150,23.28 ,66.37 ,50.58 ,26,11.41 ,8.01 ,39.07 ,21.69 ,22,8.06 ,0.37 ,0.45 ,0.41 ,32,0.0219,0.6713
1151,25.32 ,76.15 ,51.47 ,15,14.99 ,8.79 ,39.30 ,20.70 ,28,8.55 ,0.37 ,0.44 ,0.42 ,25,0.0199,0.6273
1152,18.56 ,90.08 ,46.39 ,16,22.78 ,10.77 ,38.03 ,24.36 ,25,6.71 ,0.31 ,0.44 ,0.41 ,30,0.0272,0.6154
1153,19.87 ,87.56 ,55.67 ,39,14.72 ,9.07 ,41.92 ,29.05 ,34,9.42 ,0.36 ,0.44 ,0.42 ,23,0.0176,0.6573
1154,22.47 ,66.71 ,52.36 ,31,10.64 ,8.98 ,40.12 ,26.76 ,32,8.71 ,0.36 ,0.45 ,0.41 ,31,0.0208,0.7037
1155,23.44 ,66.65 ,48.12 ,16,12.56 ,10.29 ,36.59 ,21.55 ,24,6.85 ,0.36 ,0.44 ,0.42 ,26,0.017,0.6724
1156,21.25 ,88.46 ,45.20 ,13,19.44 ,11.96 ,37.12 ,20.89 ,28,7.43 ,0.37 ,0.44 ,0.41 ,30,0.0212,0.6314
1157,19.47 ,93.11 ,55.39 ,37,18.31 ,11.91 ,38.30 ,20.81 ,20,6.93 ,0.37 ,0.44 ,0.42 ,23,0.0193,0.5948
1158,22.33 ,71.66 ,53.42 ,35,10.50 ,10.58 ,37.59 ,22.71 ,27,6.21 ,0.35 ,0.44 ,0.41 ,30,0.0275,0.5379
1159,23.35 ,56.74 ,46.29 ,15,11.78 ,8.98 ,42.96 ,28.67 ,42,9.69 ,0.37 ,0.45 ,0.42 ,26,0.0175,0.5833
1160,22.82 ,83.48 ,46.46 ,15,16.86 ,8.34 ,39.78 ,24.35 ,29,8.33 ,0.37 ,0.44 ,0.42 ,28,0.0232,0.5139
1161,20.95 ,89.95 ,47.80 ,15,22.84 ,8.05 ,33.61 ,20.97 ,28,6.32 ,0.37 ,0.44 ,0.42 ,26,0.0184,0.3227
1162,20.07 ,81.47 ,55.68 ,57,11.58 ,9.79 ,38.57 ,20.40 ,19,8.00 ,0.37 ,0.44 ,0.41 ,29,0.0231,0.5473
1163,22.96 ,56.64 ,48.61 ,17,9.79 ,9.67 ,38.60 ,21.73 ,19,6.97 ,0.39 ,0.45 ,0.43 ,26,0.013,0.4661
1164,22.92 ,71.71 ,43.78 ,14,15.73 ,6.87 ,37.14 ,23.24 ,35,8.10 ,0.39 ,0.50 ,0.43 ,25,0.0198,0.4135
1165,22.61 ,78.98 ,48.44 ,15,18.55 ,5.47 ,40.50 ,27.54 ,43,8.84 ,0.42 ,0.50 ,0.44 ,27,0.0176,0.6213
1166,20.87 ,75.98 ,55.16 ,54,11.55 ,4.52 ,32.22 ,21.69 ,27,7.59 ,0.40 ,0.45 ,0.43 ,29,0.0126,0.6566
1167,21.69 ,55.82 ,49.74 ,21,9.19 ,6.91 ,38.06 ,21.69 ,23,8.19 ,0.40 ,0.45 ,0.43 ,27,0.0118,0.6479
1168,24.06 ,53.73 ,46.46 ,13,11.55 ,8.96 ,38.88 ,21.33 ,20,7.85 ,0.41 ,0.46 ,0.43 ,25,0.0126,0.5677
1169,23.01 ,62.94 ,45.30 ,15,14.56 ,7.67 ,38.26 ,21.42 ,20,8.11 ,0.36 ,0.45 ,0.43 ,29,0.0184,0.4465
1170,22.57 ,64.87 ,56.12 ,49,9.14 ,3.95 ,37.47 ,23.62 ,42,8.09 ,0.37 ,0.46 ,0.43 ,27,0.0156,0.3773
1171,21.58 ,60.07 ,49.64 ,27,10.49 ,2.48 ,36.71 ,26.22 ,37,7.72 ,0.39 ,0.47 ,0.43 ,28,0.0163,0.3135
1172,23.10 ,56.25 ,47.43 ,14,11.58 ,3.19 ,39.00 ,23.14 ,27,9.11 ,0.41 ,0.46 ,0.43 ,25,0.0147,0.3158
1173,25.96 ,62.09 ,48.01 ,15,11.65 ,8.50 ,39.99 ,21.60 ,23,9.64 ,0.41 ,0.48 ,0.44 ,30,0.0172,0.2992
1174,22.48 ,63.18 ,55.90 ,44,9.55 ,7.12 ,39.42 ,21.14 ,20,8.19 ,0.41 ,0.46 ,0.44 ,22,0.0135,0.3317
1175,22.72 ,65.74 ,52.85 ,33,8.74 ,3.16 ,38.94 ,20.49 ,21,9.92 ,0.42 ,0.48 ,0.44 ,29,0.0165,0.3735
1176,22.94 ,62.34 ,48.52 ,15,12.75 ,1.89 ,40.52 ,24.35 ,42,7.58 ,0.41 ,0.47 ,0.44 ,28,0.0151,0.3376
1177,26.14 ,63.51 ,45.42 ,14,13.74 ,2.89 ,42.60 ,24.90 ,44,7.86 ,0.40 ,0.49 ,0.44 ,27,0.0195,0.2903
1178,26.10 ,67.68 ,57.35 ,39,7.91 ,7.68 ,44.31 ,23.09 ,23,11.37 ,0.39 ,0.49 ,0.44 ,28,0.0234,0.2896
1179,23.13 ,68.12 ,53.77 ,39,9.62 ,6.49 ,42.74 ,21.05 ,19,9.89 ,0.37 ,0.49 ,0.44 ,28,0.0274,0.2687
1181,29.17 ,61.69 ,49.31 ,13,11.50 ,1.80 ,42.71 ,22.93 ,31,9.95 ,0.35 ,0.48 ,0.43 ,24,0.0285,0.3065
1182,30.59 ,70.47 ,56.84 ,33,8.98 ,2.53 ,45.40 ,23.87 ,39,8.93 ,0.37 ,0.47 ,0.42 ,27,0.0239,0.3401
1183,25.33 ,69.26 ,55.16 ,45,8.52 ,4.22 ,46.81 ,23.11 ,39,9.37 ,0.35 ,0.45 ,0.42 ,28,0.0251,0
1184,26.50 ,66.60 ,55.00 ,17,10.44 ,5.82 ,43.92 ,20.93 ,23,11.07 ,0.31 ,0.44 ,0.41 ,32,0.0275,0.178
1185,31.59 ,62.85 ,52.60 ,16,9.49 ,3.88 ,40.92 ,20.83 ,19,10.35 ,0.34 ,0.43 ,0.41 ,28,0.0248,0
1186,30.01 ,70.55 ,51.55 ,15,11.70 ,2.57 ,41.31 ,24.78 ,21,10.55 ,0.31 ,0.43 ,0.41 ,31,0.0296,0.3572
1187,32.94 ,72.09 ,57.10 ,54,6.49 ,2.35 ,44.06 ,24.04 ,42,11.03 ,0.32 ,0.43 ,0.41 ,30,0.0241,0.269
1188,30.60 ,62.40 ,54.30 ,25,9.11 ,3.44 ,45.49 ,20.56 ,29,9.58 ,0.36 ,0.45 ,0.41 ,35,0.0169,0.2547
1189,34.98 ,60.43 ,53.32 ,17,7.72 ,4.07 ,44.90 ,20.84 ,39,9.30 ,0.35 ,0.44 ,0.41 ,30,0.0184,0.225
1190,31.84 ,70.22 ,51.79 ,15,10.09 ,3.98 ,39.41 ,20.76 ,21,10.84 ,0.38 ,0.50 ,0.41 ,39,0.0186,0.2372
1191,36.54 ,72.82 ,57.50 ,48,6.55 ,3.53 ,41.05 ,23.68 ,19,9.89 ,0.36 ,0.43 ,0.41 ,33,0.0206,0.1591
1192,37.42 ,67.88 ,55.52 ,33,6.45 ,4.24 ,45.20 ,25.65 ,33,13.12 ,0.37 ,0.42 ,0.40 ,39,0.0117,0.2117
1193,37.21 ,61.01 ,53.67 ,16,7.69 ,4.25 ,40.62 ,21.92 ,34,8.70 ,0.34 ,0.42 ,0.40 ,36,0.0231,0.1852
1194,45.30 ,66.49 ,52.39 ,16,6.06 ,4.89 ,40.54 ,21.06 ,28,8.42 ,0.34 ,0.42 ,0.39 ,42,0.0193,0.1953
1195,33.77 ,73.51 ,56.68 ,44,8.56 ,5.60 ,38.92 ,19.35 ,41,8.72 ,0.32 ,0.42 ,0.39 ,37,0.0241,0.2259
1196,39.26 ,73.97 ,55.66 ,36,6.99 ,6.26 ,44.63 ,24.03 ,21,10.01 ,0.35 ,0.42 ,0.39 ,47,0.0178,0.138
1197,41.10 ,61.92 ,54.34 ,19,6.89 ,8.05 ,46.31 ,27.23 ,29,11.60 ,0.35 ,0.41 ,0.39 ,45,0.0199,0.1254
1198,42.27 ,62.22 ,52.66 ,15,6.13 ,9.10 ,41.17 ,22.51 ,31,8.73 ,0.36 ,0.47 ,0.39 ,46,0.0221,0.1023
1199,31.95 ,73.09 ,55.47 ,40,8.40 ,9.11 ,34.49 ,21.14 ,28,6.78 ,0.36 ,0.50 ,0.39 ,51,0.0276,0.2774
1200,35.32 ,73.86 ,54.69 ,38,7.94 ,8.41 ,34.65 ,23.19 ,30,6.97 ,0.35 ,0.45 ,0.39 ,55,0.0198,0.2192
1204,30.43 ,70.75 ,51.97 ,36,9.10 ,11.60 ,35.39 ,23.34 ,34,6.12 ,0.24 ,0.41 ,0.35 ,66,0.0398,0.1812
1205,33.75 ,64.70 ,51.76 ,31,7.23 ,11.37 ,35.29 ,23.51 ,28,6.46 ,0.24 ,0.41 ,0.36 ,75,0.0321,0.2574
