TIME,S_MIN,S_MAX,S_MID,S_COUNT,S_VAR,T_MIN,T_MAX,T_MID,T_COUNT,T_VAR,SGR_MIN,SGR_MAX,SGR_MID,SGR_COUNT,SGR_VAR,SO
1348,-65.42,58.48,17.32,39,25.08,2.69,105.80,30.80,39,22.03,0.33,0.68,0.49,119,0.1001,0.022
1349,-53.79,59.41,20.32,42,23.54,1.28,102.66,30.14,42,20.03,0.33,0.66,0.48,115,0.1003,0
1351,-20.72,56.34,19.46,42,19.99,1.18,86.21,30.07,42,19.11,0.32,0.64,0.48,128,0.093,0.008
1352,-50.07,63.38,19.76,43,22.09,4.00,100.61,29.37,43,20.28,0.33,0.63,0.48,115,0.0878,0
1361,-19.45,59.79,22.49,39,19.35,4.82,87.98,28.22,39,18.35,0.33,0.56,0.44,103,0.0607,0.482
1362,-19.02,61.93,24.20,45,17.02,5.03,80.08,26.78,45,17.05,0.33,0.51,0.43,93,0.0449,0.633
1363,-14.26,57.80,24.93,42,17.04,2.53,71.39,26.08,42,17.11,0.33,0.49,0.42,89,0.0366,0.654
1424,7.68,107.35,41.06,45,28.19,7.12,56.74,29.13,45,12.57,0.44,0.55,0.50,9,0.0409,0.047
1425,7.16,121.52,41.27,44,28.14,8.25,68.35,27.36,44,13.24,0.49,0.55,0.52,5,0.0232,0.212
1426,9.20,128.60,40.28,47,31.32,3.65,76.75,29.68,47,15.72,0.48,0.51,0.50,2,0.015,0.241
1427,4.04,118.09,41.66,44,28.96,0.21,66.84,29.29,44,14.08,0.41,0.56,0.50,6,0.056,0.286
1428,-2.69,106.52,40.02,42,28.29,3.73,67.65,29.17,42,14.68,0.44,0.54,0.49,5,0.0326,0.291
1429,-4.40,100.60,40.29,45,29.03,7.90,65.48,30.28,45,12.41,0.47,0.55,0.51,5,0.0273,0.196
1430,-1.41,119.69,38.93,45,27.48,3.04,67.59,26.78,45,13.48,0.45,0.51,0.49,5,0.0223,0.197
1431,3.77,128.49,42.67,47,32.54,5.67,78.02,30.57,47,16.20,0.48,0.55,0.51,7,0.0262,0.258
1432,-5.82,119.51,38.76,45,28.92,7.11,69.61,30.14,45,14.69,0.44,0.52,0.48,5,0.0325,0.345
1433,-12.26,110.74,39.24,40,28.71,8.09,73.96,30.37,40,15.61,0.49,0.55,0.53,5,0.0294,0.29
1434,-13.25,101.73,36.15,51,27.08,7.65,70.13,30.28,51,12.29,0.48,0.49,0.49,2,0.005,0.239
1435,-9.58,109.69,37.48,44,27.22,3.94,59.52,28.39,44,12.86,0.41,0.55,0.50,8,0.0471,0.2
1436,-4.42,117.53,38.20,41,30.91,2.12,69.30,30.60,41,14.68,0.44,0.52,0.47,3,0.0356,0.256
1437,-13.37,113.55,39.22,45,30.53,8.62,64.77,31.08,45,14.75,0.47,0.51,0.49,5,0.0141,0.251
1438,-18.96,107.16,36.89,47,27.84,9.43,68.97,32.01,47,14.84,0.36,0.55,0.45,5,0.0643,0.189
1439,-18.36,101.87,34.00,42,26.23,9.64,63.42,30.29,42,12.78,0.43,0.55,0.49,5,0.0483,0.274
1440,-14.43,98.36,34.78,48,27.02,8.87,56.22,30.04,48,12.17,0.46,0.55,0.51,3,0.0386,0.257
1441,-15.52,100.84,36.71,46,27.54,1.92,60.28,28.38,46,14.30,0.41,0.55,0.48,7,0.0504,0.277
1442,-21.77,100.54,35.78,43,29.50,5.41,63.06,31.41,43,14.37,0.45,0.55,0.50,4,0.0396,0.259
1443,-22.96,106.08,37.92,44,30.28,5.37,60.84,32.16,44,14.17,0.41,0.55,0.49,5,0.0487,0.196
1444,-19.53,105.83,35.45,46,27.75,6.58,64.68,30.25,46,14.33,0.44,0.56,0.49,6,0.0488,0.198
1445,-25.28,109.47,36.39,45,31.31,3.47,70.07,30.88,45,15.92,0.32,0.56,0.45,5,0.0818,0.378
1452,-44.23,120.66,38.65,42,35.59,10.52,84.17,36.22,42,18.51,0.43,0.56,0.50,2,0.065,0.059
1453,-44.48,118.66,40.78,45,36.09,9.67,83.62,36.58,45,19.11,0.38,0.56,0.45,6,0.0604,0.255
1454,-45.60,126.62,45.60,45,40.03,7.72,83.26,37.32,45,20.08,0.44,0.55,0.51,5,0.0475,0.221
1455,-71.20,129.98,42.07,45,40.47,6.15,108.34,36.86,45,22.33,0.44,0.55,0.50,2,0.055,0.187
1456,-67.17,126.07,40.95,49,39.57,8.65,104.14,37.99,49,21.40,0.48,0.54,0.51,8,0.0245,0.26
1460,-76.19,120.32,43.30,50,41.82,4.47,115.35,38.67,50,25.01,0.42,0.55,0.47,3,0.0572,0.288
1461,-53.53,121.73,44.12,42,35.96,6.37,108.34,35.72,42,21.88,0.39,0.55,0.50,6,0.0585,0.274
1462,-33.16,147.02,46.09,47,36.10,5.48,138.00,37.08,47,26.25,0.44,0.55,0.52,6,0.0398,0.312
1463,-15.96,153.22,48.33,45,36.07,4.34,141.83,37.59,45,26.14,0.38,0.49,0.44,4,0.043,0.292
1464,-62.62,141.54,42.63,45,35.21,3.84,113.96,35.26,45,24.27,0.47,0.54,0.50,5,0.024,0.039
1471,-8.26,165.61,46.54,46,35.70,6.99,152.16,36.58,46,28.58,0.43,0.50,0.47,6,0.0245,0.259
1472,13.63,156.79,52.10,48,37.69,5.15,144.08,38.51,48,31.95,0.42,0.54,0.49,5,0.0462,0.206
1473,13.20,151.52,49.82,44,34.84,6.06,129.39,34.61,44,30.21,0.37,0.57,0.47,6,0.0596,0.255
1474,-2.84,169.30,51.54,47,38.30,10.43,146.43,37.76,47,32.05,0.47,0.57,0.52,4,0.0396,0.24
1475,4.60,178.30,54.01,44,43.21,2.34,157.59,40.67,44,37.39,0.37,0.56,0.47,8,0.0766,0.248
1476,14.06,161.34,47.92,48,36.82,1.27,142.23,37.47,48,29.71,0.35,0.56,0.44,4,0.0864,0.215
1486,6.69,141.18,54.26,46,39.09,6.89,117.67,38.95,46,31.12,0.37,0.56,0.48,6,0.0593,0
1487,12.98,148.20,55.48,45,39.97,7.73,123.52,40.15,45,32.02,0.34,0.55,0.48,6,0.0709,0
1493,8.83,149.65,50.76,48,36.40,2.97,124.29,37.49,48,27.61,0.42,0.56,0.50,5,0.051,0.178
1494,7.59,137.68,53.07,44,35.49,4.74,112.04,37.64,44,26.69,0.36,0.59,0.51,9,0.0706,0.226
1503,17.71,121.07,49.87,43,28.66,5.09,101.64,33.14,43,20.88,0.46,0.56,0.50,3,0.0419,0.165
1504,18.11,116.53,48.58,50,27.24,7.50,102.91,33.35,50,18.73,0.39,0.57,0.49,5,0.0658,0.189
1505,19.10,106.10,44.11,49,23.02,5.14,78.98,29.46,49,14.87,0.35,0.56,0.47,6,0.0855,0.233
1510,19.95,96.10,43.57,49,19.76,7.42,82.46,27.68,49,14.40,0.48,0.58,0.53,4,0.0381,0.063
1511,17.52,90.46,43.83,43,18.62,10.09,78.12,26.63,43,14.46,0.39,0.61,0.50,4,0.0856,0.082
1524,22.06,92.44,42.44,48,16.85,9.14,69.29,24.57,48,12.44,0.41,0.58,0.51,8,0.0479,0.248
1525,26.16,90.58,44.11,46,16.60,10.29,69.58,23.53,46,12.60,0.55,0.61,0.58,4,0.026,0.142
1526,21.36,99.11,44.48,46,17.34,10.19,82.12,23.73,46,13.63,0.31,0.55,0.42,6,0.1017,0.177
1527,18.27,105.26,43.39,51,17.84,9.35,89.58,23.90,51,13.97,0.36,0.59,0.48,6,0.0854,0.197
1529,24.56,104.56,44.72,46,17.93,9.09,76.54,23.80,46,13.36,0.38,0.60,0.53,9,0.0739,0.089
1530,20.17,104.24,44.61,48,17.13,9.48,78.05,23.49,48,12.58,0.48,0.59,0.55,5,0.0371,0.031
1531,24.54,102.90,44.36,50,16.91,8.69,76.79,22.98,50,12.20,0.51,0.59,0.55,4,0.0283,0.12
1532,18.49,110.73,45.86,48,18.32,8.34,76.15,23.78,48,13.47,0.33,0.57,0.51,8,0.0711,0.163
1533,21.85,89.52,43.58,46,14.21,7.81,62.26,21.67,46,9.71,0.36,0.53,0.42,4,0.0694,0.109
1534,20.86,113.67,43.82,44,17.53,8.42,80.02,24.10,44,11.88,0.52,0.60,0.55,3,0.0356,0.159
1538,20.52,107.73,43.96,46,15.49,8.25,71.91,21.82,46,11.45,0.33,0.60,0.53,10,0.0721,0.074
1539,25.03,91.61,43.18,49,14.29,9.17,55.25,21.59,49,9.67,0.36,0.58,0.49,4,0.0804,0.109
1540,20.30,95.33,44.69,44,15.00,8.48,58.98,21.78,44,10.34,0.34,0.57,0.48,4,0.087,0.277
1541,19.95,102.34,43.72,51,16.01,7.65,66.45,22.95,51,11.12,0.36,0.56,0.49,4,0.0802,0.235
1544,16.89,100.41,44.22,51,15.46,6.72,65.26,22.03,51,11.92,0.33,0.55,0.50,9,0.0718,0.264
1545,12.92,104.32,44.82,47,16.09,7.48,69.66,21.57,47,12.81,0.34,0.59,0.46,7,0.0774,0.119
1546,17.98,106.18,43.64,47,18.15,7.06,71.38,24.44,47,13.96,0.37,0.61,0.51,4,0.0867,0.113
1548,21.98,107.08,44.46,45,16.17,6.04,72.44,21.81,45,13.34,0.34,0.57,0.48,3,0.1003,0.292
1549,20.33,108.65,42.91,46,16.56,5.90,74.33,23.33,46,12.71,0.29,0.54,0.45,3,0.1115,0.148
1550,15.88,103.07,43.30,55,16.38,5.76,68.62,21.16,55,13.01,0.33,0.53,0.47,8,0.0648,0.182
1551,13.72,106.05,42.64,48,17.45,4.38,72.64,21.99,48,14.00,0.28,0.53,0.44,7,0.0891,0.201
1552,15.71,105.90,41.29,46,16.65,5.22,71.66,22.21,46,12.61,0.46,0.57,0.51,7,0.0306,0.148
1553,17.58,98.32,41.89,52,14.58,3.44,63.83,20.44,52,11.77,0.31,0.56,0.46,5,0.0842,0.256
1554,16.75,84.82,43.24,47,14.97,2.20,49.77,20.25,47,11.83,0.46,0.57,0.52,3,0.0464,0.14
1555,-0.25,95.24,39.47,46,17.32,6.44,62.81,22.49,46,12.13,0.31,0.57,0.47,3,0.1143,0.106
1556,-3.74,97.50,40.49,51,15.49,0.20,64.71,19.81,51,13.40,0.26,0.55,0.47,9,0.0954,0.079
1569,-2.43,67.71,33.85,48,15.27,3.37,63.68,24.67,48,15.41,0.46,0.54,0.51,4,0.0311,0.144
1570,0.60,60.92,37.34,51,14.75,0.50,58.56,21.13,51,15.39,0.45,0.56,0.50,5,0.0398,0.229
1571,0.69,60.34,36.78,48,14.24,0.60,60.48,21.51,48,14.79,0.34,0.54,0.47,5,0.073,0.121
1572,4.63,57.81,35.48,51,13.25,2.08,58.01,22.29,51,13.71,0.30,0.53,0.46,10,0.0785,0.364
1574,-0.86,83.29,34.54,51,18.10,0.20,73.54,25.64,51,18.94,0.36,0.49,0.45,5,0.0496,0
1575,4.52,78.13,35.07,48,15.83,1.51,67.22,24.18,48,16.41,0.33,0.52,0.46,5,0.0684,0.125
1576,5.14,68.86,36.61,50,14.99,0.19,54.19,22.71,50,15.64,0.43,0.57,0.50,5,0.0515,0.265
1577,9.10,62.49,35.84,51,13.86,0.32,48.35,22.20,51,14.41,0.51,0.56,0.54,4,0.0228,0.25
1578,5.96,57.67,34.22,49,13.59,1.53,53.06,23.79,49,14.93,0.37,0.54,0.47,8,0.0563,0.114
1579,5.04,109.39,36.29,51,18.94,0.80,110.90,24.54,51,20.42,0.37,0.49,0.42,5,0.0407,0.215
1580,5.22,100.20,35.00,52,18.62,0.30,101.36,25.60,52,19.97,0.33,0.50,0.43,4,0.063,0.026
1581,7.02,85.27,34.97,44,15.96,0.94,82.58,25.13,44,17.39,0.41,0.53,0.48,5,0.0435,0.184
1618,2.28,111.25,40.71,52,20.09,5.53,93.46,27.53,52,17.56,0.41,0.55,0.50,5,0.0504,0.129
1619,0.75,82.50,40.13,50,18.36,2.30,60.34,25.13,50,15.52,0.45,0.59,0.50,9,0.0444,0.036
1620,5.55,104.26,40.04,50,19.68,5.22,84.78,27.21,50,16.81,0.48,0.49,0.49,3,0.0047,0.048
1621,10.63,105.81,42.57,51,20.81,2.33,85.94,27.65,51,17.76,0.49,0.57,0.53,3,0.0327,0.142
1622,12.15,103.48,42.99,49,19.13,2.94,82.96,25.71,49,16.91,0.47,0.55,0.49,9,0.024,0.045
