TIME,S_MIN,S_MAX,S_MID,S_COUNT,S_VAR,T_MIN,T_MAX,T_MID,T_COUNT,T_VAR,SGR_MIN,SGR_MAX,SGR_MID,SGR_COUNT,SGR_VAR,SO
1260,25.42,73.54,39.63,31,10.83,2.87,64.48,26.68,28,17.37,0.35,0.37,0.36,28,0.0057,0.284
1261,15.08,71.73,42.16,32,12.21,1.98,65.58,25.71,27,17.69,0.35,0.36,0.35,25,0.0048,0.238
1262,26.29,74.84,44.72,36,13.49,10.96,58.14,25.25,28,12.16,0.35,0.36,0.35,21,0.0047,0.262
1263,20.54,74.67,40.49,29,12.69,11.19,64.55,30.38,44,15.73,0.34,0.36,0.35,31,0.0053,0.267
1264,21.29,73.10,41.78,31,13.23,7.57,69.28,30.03,24,20.69,0.35,0.36,0.36,24,0.0049,0.251
1265,25.32,71.03,43.29,28,11.47,2.63,71.60,26.46,28,21.10,0.35,0.36,0.35,28,0.0048,0.265
1266,14.09,73.46,42.98,30,13.72,8.96,67.10,29.35,26,18.67,0.35,0.36,0.35,25,0.005,0.224
1267,26.95,69.81,46.29,39,13.29,9.71,69.53,27.75,42,16.95,0.35,0.37,0.36,26,0.0057,0.266
1268,12.41,73.12,41.90,28,15.18,9.41,83.99,34.19,32,24.92,0.35,0.37,0.36,26,0.0069,0.238
1269,17.82,71.82,41.14,28,13.68,2.99,85.91,26.64,24,22.70,0.34,0.37,0.36,26,0.0078,0.273
1270,28.64,70.58,44.99,32,13.18,3.68,84.77,28.64,25,23.07,0.35,0.37,0.36,21,0.0064,0.245
1271,27.67,71.70,43.92,32,13.13,4.97,81.59,27.10,42,19.44,0.35,0.37,0.36,33,0.0074,0.265
1272,28.15,71.55,48.48,33,13.73,3.48,87.72,36.31,31,26.96,0.35,0.37,0.36,21,0.0076,0.267
1273,28.83,71.27,45.81,37,13.69,3.49,91.19,32.89,27,30.57,0.35,0.38,0.36,24,0.0095,0.244
1274,25.54,70.78,44.95,24,11.95,1.52,92.66,24.68,24,23.11,0.35,0.38,0.36,29,0.0105,0.266
1275,30.19,70.55,46.45,30,13.22,0.60,100.42,28.75,37,22.25,0.35,0.38,0.36,27,0.009,0.273
1276,24.59,71.25,46.12,31,13.44,1.57,107.36,35.65,35,25.02,0.35,0.38,0.36,25,0.0104,0.28
1277,27.04,70.60,47.48,35,13.26,3.89,117.44,36.99,27,33.05,0.35,0.38,0.36,30,0.0073,0.229
1278,29.51,70.52,48.99,34,12.66,3.86,107.32,31.09,25,27.68,0.35,0.38,0.36,26,0.0076,0.203
1279,27.33,69.14,45.02,30,13.03,3.63,101.72,31.60,23,24.09,0.35,0.37,0.36,18,0.0066,0.212
1280,29.42,69.98,49.35,31,12.47,2.33,126.67,35.04,47,24.31,0.35,0.38,0.36,33,0.0071,0.266
1281,30.29,69.51,47.01,31,12.74,2.40,142.44,35.16,29,27.39,0.35,0.38,0.36,27,0.0066,0.235
1282,34.25,69.16,47.95,32,10.60,3.89,147.14,39.10,25,35.97,0.35,0.37,0.36,22,0.006,0.284
1283,31.31,69.64,49.28,38,12.36,5.68,103.32,31.96,21,23.25,0.35,0.37,0.36,34,0.0057,0.27
1284,31.92,67.42,47.68,26,12.05,5.16,122.20,32.28,45,23.24,0.35,0.37,0.36,28,0.0062,0.261
1285,32.42,68.74,48.05,31,11.32,4.59,162.10,41.56,32,32.66,0.35,0.38,0.36,25,0.0092,0.267
1286,30.80,67.24,48.18,31,11.73,3.05,167.02,36.43,21,33.29,0.35,0.38,0.36,32,0.0108,0.301
1287,31.35,66.96,48.28,36,10.73,2.64,150.70,38.20,26,33.73,0.35,0.38,0.36,31,0.0107,0.311
1288,31.38,68.11,49.07,34,11.04,1.46,106.67,28.26,39,19.84,0.35,0.38,0.36,24,0.0102,0.31
1289,31.71,68.10,48.59,32,12.28,3.61,153.34,35.78,34,30.91,0.35,0.38,0.36,35,0.0107,0.197
1290,30.90,75.80,45.79,30,11.48,3.34,171.64,37.82,26,32.55,0.35,0.38,0.36,36,0.0106,0.275
1291,30.40,80.68,51.71,30,12.34,6.30,173.55,39.78,24,40.76,0.35,0.38,0.36,27,0.0092,0.302
1292,29.22,78.56,49.23,35,13.23,3.28,118.51,39.93,23,30.17,0.34,0.38,0.36,40,0.0094,0.317
1293,29.30,69.43,49.78,35,10.90,1.28,127.48,26.72,44,21.81,0.34,0.37,0.36,38,0.0107,0.302
1294,29.43,68.63,49.56,31,12.96,1.92,161.06,36.15,31,35.61,0.34,0.38,0.36,39,0.0124,0.296
1295,28.48,68.83,49.51,31,12.58,3.70,159.10,32.90,22,33.03,0.34,0.38,0.36,43,0.014,0.305
1296,28.67,76.25,49.23,32,12.71,7.18,141.31,42.09,23,34.23,0.34,0.38,0.36,44,0.0134,0.294
1297,28.90,83.52,52.74,33,13.74,4.42,117.78,30.89,45,23.24,0.34,0.38,0.36,47,0.0138,0.3
1298,28.10,83.21,50.76,34,13.44,2.99,132.91,30.02,29,24.46,0.34,0.39,0.36,41,0.0146,0.261
1299,29.25,79.85,51.47,33,13.80,2.62,140.64,38.23,26,33.58,0.34,0.39,0.36,53,0.0158,0.312
1300,28.48,73.95,51.89,30,14.34,2.73,120.39,33.67,21,27.01,0.34,0.39,0.36,49,0.0165,0.222
1301,29.67,74.86,51.78,32,13.18,5.14,100.33,35.21,40,22.57,0.34,0.39,0.36,42,0.0162,0.193
1302,27.94,74.99,52.54,34,13.99,6.34,100.31,30.80,30,17.07,0.34,0.39,0.36,51,0.0164,0.202
1303,28.53,73.89,51.40,40,13.73,2.69,113.56,33.13,29,25.97,0.34,0.39,0.36,50,0.0157,0.255
1304,31.50,74.09,52.15,27,14.93,2.22,111.02,38.07,23,23.32,0.34,0.39,0.36,49,0.0169,0.223
1305,29.49,74.56,53.62,33,13.68,2.50,99.70,35.09,29,22.74,0.33,0.39,0.36,45,0.017,0.266
1306,32.05,77.56,53.62,33,13.40,3.86,85.61,33.73,42,17.32,0.33,0.39,0.36,53,0.019,0.257
1307,29.36,76.95,54.87,34,14.24,8.58,90.25,34.26,24,16.80,0.33,0.39,0.36,45,0.0206,0.261
1308,30.68,76.88,54.90,39,13.24,6.60,95.38,38.78,25,22.13,0.33,0.39,0.36,49,0.0194,0.211
1309,29.52,78.00,52.47,27,14.93,6.54,84.51,36.40,21,20.24,0.33,0.40,0.36,48,0.0196,0.241
1310,28.27,82.23,55.81,32,16.20,8.67,68.81,34.78,44,14.85,0.33,0.40,0.36,52,0.0199,0.251
1311,28.52,80.23,55.00,33,15.77,12.13,74.31,36.68,29,17.03,0.33,0.40,0.36,44,0.021,0.224
1312,26.46,80.47,55.01,38,15.81,10.34,79.04,38.76,26,16.99,0.32,0.39,0.36,44,0.0207,0.152
1313,30.08,81.14,55.47,35,13.86,7.94,80.49,37.90,21,20.93,0.32,0.39,0.36,55,0.0211,0.243
1314,24.70,80.42,54.37,28,16.90,11.87,62.41,34.86,40,15.72,0.32,0.39,0.36,42,0.0215,0.201
1315,29.62,82.65,56.82,33,16.28,10.92,66.53,35.91,30,15.95,0.32,0.39,0.36,51,0.0227,0.198
1316,24.56,81.42,54.93,34,17.47,13.69,73.77,38.42,25,17.19,0.32,0.40,0.35,52,0.0231,0.001
1317,24.40,87.21,59.20,36,17.51,12.75,72.06,38.18,24,19.35,0.32,0.39,0.35,49,0.0233,0.085
1318,27.10,82.95,57.34,37,17.42,12.79,72.15,36.27,32,19.24,0.32,0.40,0.36,47,0.0257,0.241
1319,22.87,87.62,56.11,33,19.08,6.16,60.83,32.35,35,15.97,0.32,0.40,0.36,46,0.0253,0.267
1320,30.56,85.63,53.22,30,18.45,8.39,69.65,37.74,30,17.31,0.32,0.39,0.35,56,0.0242,0.227
1321,23.77,85.39,59.06,32,18.55,14.41,70.99,36.27,23,18.22,0.32,0.40,0.36,42,0.026,0.188
1322,24.17,88.95,60.99,35,20.09,10.50,64.73,29.21,22,17.37,0.32,0.40,0.36,48,0.0254,0.207
1323,27.35,84.65,58.46,35,19.62,4.93,77.65,33.43,41,20.72,0.32,0.39,0.35,49,0.0258,0.213
1324,23.56,88.60,56.13,36,20.32,3.70,60.51,32.31,29,18.82,0.32,0.40,0.36,42,0.0255,0.219
1325,32.48,94.91,62.49,26,20.03,11.33,63.56,33.25,25,15.61,0.32,0.40,0.36,47,0.0261,0.237
1326,25.41,101.03,60.26,37,22.54,7.43,69.10,28.31,23,16.89,0.32,0.40,0.35,47,0.0255,0.242
1327,26.36,103.49,59.24,39,23.30,4.49,79.78,29.56,40,20.94,0.32,0.40,0.36,49,0.0258,0.236
1328,28.83,100.09,61.19,30,22.54,5.79,58.90,27.50,28,19.25,0.32,0.40,0.35,44,0.0266,0.213
1329,26.60,94.56,59.84,36,22.20,3.95,52.70,26.69,27,14.13,0.32,0.40,0.35,47,0.0256,0.231
1330,29.77,89.49,60.22,30,22.48,12.58,54.04,26.38,20,12.95,0.32,0.40,0.35,45,0.0235,0.247
1331,29.40,88.26,57.56,33,21.06,3.38,52.62,21.48,32,12.78,0.31,0.40,0.35,42,0.0284,0.218
1332,27.72,105.47,67.52,43,22.94,2.20,82.33,29.46,36,24.62,0.31,0.40,0.35,46,0.0258,0.246
1334,28.81,113.08,58.97,38,24.56,4.76,47.38,19.14,24,11.30,0.31,0.40,0.35,41,0.0272,0.25
1335,28.74,91.62,60.01,34,23.47,6.48,49.42,21.67,20,12.46,0.31,0.40,0.34,43,0.0241,0.233
1336,29.13,92.25,58.96,33,22.72,3.81,82.93,21.92,43,21.23,0.31,0.39,0.34,41,0.0228,0.252
1337,26.66,98.73,63.80,38,23.99,4.15,71.88,23.33,29,16.31,0.30,0.40,0.35,52,0.0272,0.213
1338,31.97,96.37,58.45,32,21.51,2.39,39.65,14.51,22,11.64,0.30,0.40,0.35,40,0.026,0
1339,28.70,101.10,57.09,33,22.30,3.44,42.65,16.32,24,11.70,0.30,0.39,0.34,39,0.0262,0
1340,32.64,113.93,63.99,32,23.20,2.12,52.09,14.96,36,13.41,0.30,0.40,0.34,47,0.0268,0.028
1341,30.01,94.78,58.13,39,21.30,3.04,65.65,25.41,32,16.59,0.30,0.40,0.35,43,0.0285,0
1342,29.96,106.46,64.92,36,24.39,0.96,32.59,13.60,24,9.58,0.30,0.40,0.34,39,0.0257,0.119
1343,29.62,100.28,57.19,35,21.84,1.08,38.55,16.39,23,11.70,0.30,0.40,0.34,45,0.0265,0.255
1344,5.84,103.85,53.66,30,26.07,1.43,37.55,14.65,25,12.37,0.30,0.40,0.35,39,0.0281,0.043
1345,20.65,99.38,58.46,35,21.32,3.70,35.63,15.51,39,10.67,0.30,0.40,0.34,41,0.0278,0.151
1346,33.63,98.08,61.18,37,21.79,1.33,31.09,16.75,28,7.99,0.30,0.40,0.34,37,0.0278,0.296
1347,32.97,115.02,66.58,35,24.73,0.47,30.43,14.85,23,9.06,0.30,0.40,0.35,45,0.0286,0.192
1348,33.36,104.36,57.58,35,20.07,2.93,44.34,18.52,21,12.34,0.30,0.40,0.34,44,0.03,0.124
1349,29.66,114.18,58.79,38,22.37,0.80,41.47,11.22,42,9.52,0.30,0.40,0.34,35,0.0269,0.087
1350,-0.86,109.32,59.99,31,27.58,2.98,45.10,16.30,27,9.73,0.30,0.39,0.34,43,0.0272,0.228
1351,-9.29,119.35,61.55,44,27.42,3.07,32.64,15.37,24,8.93,0.30,0.39,0.34,39,0.028,0.213
1352,16.42,124.16,61.72,31,25.02,2.84,40.07,18.45,21,11.25,0.30,0.39,0.34,38,0.0263,0.104
1353,31.12,110.39,60.73,28,21.80,0.84,52.41,15.71,35,13.02,0.30,0.39,0.34,37,0.0248,0.077
1354,32.65,125.13,62.67,36,23.29,1.13,54.87,13.15,31,11.03,0.30,0.39,0.34,39,0.028,0.07
1359,34.89,132.15,65.08,36,25.55,2.86,54.66,15.35,26,12.35,0.30,0.38,0.33,39,0.0196,0.315
