TIME,S_MIN,S_MAX,S_MID,S_COUNT,S_VAR,T_MIN,T_MAX,T_MID,T_COUNT,T_VAR,SGR_MIN,SGR_MAX,SGR_MID,SGR_COUNT,SGR_VAR,SO
999,34.83,55,42.5133,3,8.9203,3.21,18.9,9.2667,3,6.893,0.629,0.8,0.7056,100,0.0262,0.158
1000,28.89,63.9,45.2886,7,12.9895,5.73,24.5,12.4757,7,6.2945,0.6524,0.8,0.7104,135,0.0235,0.158
1001,33.05,96.5,48.7643,7,20.5079,2.98,26.3,9.3857,7,7.6298,0.6474,0.8,0.7068,81,0.0248,0.158
1002,53.39,87.6,70.48,2,17.09,20.26,21.5,20.88,2,0.62,0.6416,0.8,0.701,108,0.0194,0.158
1002,53.39,87.6,70.48,2,17.09,20.26,21.5,20.88,2,0.62,0.6416,0.8,0.701,108,0.0194,0.158
1003,34.66,75.9,50.38,5,15.0122,1.92,26.4,13.106,5,9.5966,0.6465,0.8,0.7012,126,0.0232,0.158
1005,26.17,66.6,44.6043,7,15.1567,4.11,22.7,11.4,7,6.043,0.6394,0.8,0.6941,126,0.0248,0.265
1006,51.15,74.8,64.59,3,9.9286,13.05,20.2,16.4,3,2.9123,0.6319,0.8,0.6924,114,0.025,0.265
1007,33.79,75.4,54.1067,3,17.01,2.68,21.6,12.82,3,7.7774,0.639,0.8,0.6946,79,0.034,0.265
1008,34.69,64.3,48.19,4,13.1568,3.29,25.9,12.5175,4,9.6115,0.653,0.8,0.7004,122,0.0267,0.265
1014,32.93,63.6,40.8525,4,13.1068,0.45,25.4,8.23,4,10.0373,0.6314,0.8,0.7136,115,0.0258,0
1015,26.53,81.7,47.5275,4,22.6227,8.68,19.2,13.0375,4,4.3342,0.6597,0.8,0.7092,48,0.0195,0
1016,32.92,67.3,47.9643,7,11.6844,3.18,20.7,12.6514,7,6.2307,0.6458,0.8,0.7131,122,0.0252,0
1016,32.92,67.3,47.9643,7,11.6844,3.18,20.7,12.6514,7,6.2307,0.6458,0.8,0.7131,122,0.0252,0
1017,44.39,64.5,51.1433,3,9.4448,9.63,20.9,13.56,3,5.2221,0.6652,0.8,0.7114,43,0.0244,0
1018,32.67,57,42.41,3,10.5142,4.18,23.1,12.5167,3,7.8695,0.6456,0.9,0.7103,123,0.029,0
1019,31.43,44.8,38.12,2,6.69,8.08,10.3,9.185,2,1.105,0.62,0.8,0.7067,104,0.0267,0
1025,28.3,98.6,61.8543,7,26.6149,5.63,25,14.21,7,6.9067,0.6367,0.8,0.7083,109,0.0291,0.06
1030,28.84,64.2,47.178,5,14.3025,6.05,27.5,15.81,5,7.9168,0.6339,0.8,0.7032,97,0.025,0.215
1031,35.54,66.3,50.9486,7,12.6755,3.07,26.3,14.5671,7,7.8524,0.6455,0.8,0.7073,63,0.0225,0.215
1032,38.33,58.5,50.415,4,7.5344,14.87,22.5,18.5975,4,2.7105,0.6285,0.8,0.6994,100,0.0283,0.215
1033,44.19,91.7,63.1167,3,20.5751,9.01,21.5,15.5433,3,5.1294,0.6419,0.8,0.7038,61,0.0254,0.215
1034,29.73,53.1,41.435,2,11.705,18.14,26,22.055,2,3.915,0.6235,0.8,0.6938,104,0.0295,0.215
1034,29.73,53.1,41.435,2,11.705,18.14,26,22.055,2,3.915,0.6235,0.8,0.6938,104,0.0295,0.215
1038,40.11,61.9,51.134,5,7.6492,10.44,25.4,19.706,5,5.3305,0.6121,0.8,0.692,112,0.0274,0.006
1038,40.11,61.9,51.134,5,7.6492,10.44,25.4,19.706,5,5.3305,0.6121,0.8,0.692,112,0.0274,0.006
1039,33.98,50.6,43.73,3,7.0785,7.78,14.7,11.7167,3,2.9139,0.6129,0.8,0.6898,88,0.0292,0.006
1040,36.06,51.6,43.805,2,7.745,3.36,15.6,9.47,2,6.11,0.6551,0.8,0.704,69,0.0218,0.006
1048,52.63,61.7,58.2233,3,3.9905,16.62,26.5,22.3167,3,4.1773,0.6512,0.8,0.705,79,0.0229,0.232
1049,39.36,61,54.78,4,8.9691,9.73,24.9,20.0175,4,6.0078,0.6456,0.7,0.706,70,0.018,0.232
1053,44.87,56.1,53.0075,4,4.7127,19.95,31.6,23.7575,4,4.6149,0.6676,0.7,0.7037,70,0.0176,0.233
1054,38.16,82.1,58.0675,4,16.1044,9.48,28.8,18.435,4,7.3184,0.6324,0.8,0.6924,82,0.0205,0.233
1054,38.16,82.1,58.0675,4,16.1044,9.48,28.8,18.435,4,7.3184,0.6324,0.8,0.6924,82,0.0205,0.233
1055,41.42,77.1,60.1767,3,14.6273,7.69,27.8,20.66,3,9.1868,0.6515,0.7,0.7008,67,0.0197,0.233
1060,43.56,77.2,59.2775,4,12.2889,8.74,31,18.1725,4,8.0664,0.6513,0.7,0.6923,57,0.0206,0.022
1061,45.68,65.4,56.645,4,8.6955,10.05,31,23.26,4,7.9026,0.6219,0.7,0.6828,86,0.0218,0.022
1062,50.83,78.8,62.7437,8,9.9013,15.08,34.7,21.265,8,5.9258,0.657,0.7,0.6935,62,0.0152,0.022
1066,48.94,74,65.1033,3,11.4476,13.44,19.3,17.31,3,2.7367,0.6564,0.7,0.6945,66,0.0161,0.105
1067,53.85,76.9,63.1386,7,7.707,14.9,34.9,24.6343,7,6.2619,0.6296,0.7,0.6879,75,0.021,0.105
1068,48.59,65.6,57.935,4,6.0736,13,35.2,24.4925,4,7.8496,0.6295,0.7,0.6892,95,0.0205,0.105
1069,38.63,57.9,45.7633,3,8.5994,12.94,18.1,14.9733,3,2.219,0.643,0.7,0.6945,57,0.0174,0.105
1070,44.61,65.2,54.978,5,6.8182,12.35,32.3,22.71,5,7.8051,0.6284,0.7,0.6891,89,0.0214,0.105
1073,54.72,68.8,60.85,4,5.258,20.44,33,28.3775,4,4.7383,0.659,0.7,0.7004,64,0.0159,0
1073,54.72,68.8,60.85,4,5.258,20.44,33,28.3775,4,4.7383,0.659,0.7,0.7004,64,0.0159,0
1079,44.9,70.3,60.23,5,8.3629,16.55,32.4,23.568,5,6.2318,0.6248,0.8,0.6909,97,0.0226,0.101
1080,44.25,71.3,54.5171,7,9.8999,12.58,21.6,15.3743,7,3.175,0.6292,0.7,0.6919,44,0.0211,0.101
1080,44.25,71.3,54.5171,7,9.8999,12.58,21.6,15.3743,7,3.175,0.6292,0.7,0.6919,44,0.0211,0.101
1081,51.74,64.2,58.6025,4,4.844,17.63,35.3,28.595,4,7.193,0.5824,0.7,0.6874,96,0.0232,0.101
1086,50.79,62.7,55.4829,7,4.2906,16.44,34.4,23.1586,7,6.1173,0.6407,0.8,0.6894,63,0.0212,0.247
1087,53.43,61.6,57.625,4,2.9685,20.66,32.3,26.0525,4,4.171,0.602,0.7,0.673,73,0.0247,0.247
1088,50.49,65.8,57.27,3,6.3501,16.77,32.6,24.2867,3,6.5012,0.5958,0.8,0.6768,93,0.028,0.247
1088,50.49,65.8,57.27,3,6.3501,16.77,32.6,24.2867,3,6.5012,0.5958,0.8,0.6768,93,0.028,0.247
1089,50.93,86,66.4267,6,13.4657,19.4,28.7,24.0417,6,3.4934,0.6625,0.7,0.6863,43,0.0132,0.247
1090,45.99,84.9,61.6343,7,11.2347,17.63,33.1,23.92,7,5.6549,0.6017,0.8,0.6728,90,0.0241,0.487
1091,49.47,61.8,54.8538,8,3.6626,15.59,29.8,21.3363,8,4.6038,0.6422,0.7,0.6811,48,0.0153,0.487
1092,52.85,59.5,55.7933,3,2.7842,19.65,31.4,27.1833,3,5.3379,0.5874,0.7,0.6715,87,0.0231,0.487
1093,50.74,59.2,54.9933,3,3.4701,16.22,36.3,24.89,3,8.4067,0.6419,0.7,0.6768,41,0.0148,0.487
1093,50.74,59.2,54.9933,3,3.4701,16.22,36.3,24.89,3,8.4067,0.6419,0.7,0.6768,41,0.0148,0.487
1095,46.45,70.5,58.72,3,9.8283,23.95,30.6,28.0033,3,2.905,0.64,0.7,0.6751,52,0.0196,0.125
1095,46.45,70.5,58.72,3,9.8283,23.95,30.6,28.0033,3,2.905,0.64,0.7,0.6751,52,0.0196,0.125
1096,48.25,78.3,59.633,10,9.3214,13.22,32.6,20.832,10,5.148,0.6076,0.7,0.6741,82,0.0198,0.125
1097,52.2,58.2,55.21,2,3.01,18,27.9,22.945,2,4.945,0.6374,0.7,0.6736,53,0.0183,0.125
1098,54.59,77.4,61.896,5,8.5761,18.48,36.5,24.79,5,6.2329,0.6074,0.7,0.6738,71,0.0204,0.542
1099,47.87,56.8,52.32,2,4.45,12.31,37.2,24.755,2,12.445,0.6095,0.7,0.6744,89,0.0197,0.542
1100,49.72,79,61.046,5,11.3243,16.16,30.4,22.432,5,4.9291,0.6382,0.8,0.6826,40,0.0236,0.542
1101,53.32,77.2,59.1325,8,7.1177,18.1,37.2,22.7075,8,6.2824,0.6097,0.8,0.6778,91,0.0225,0.186
1102,50.42,69,56.6725,4,7.2933,14.37,37.9,22.585,4,9.1336,0.6381,0.8,0.6823,45,0.0227,0.186
1102,50.42,69,56.6725,4,7.2933,14.37,37.9,22.585,4,9.1336,0.6381,0.8,0.6823,45,0.0227,0.186
1103,50.45,59.9,55.165,2,4.715,14.32,28.1,21.205,2,6.885,0.6231,0.8,0.6776,84,0.0218,0.186
1106,47.25,67.8,58.8692,13,6.373,10.88,27.8,20.8515,13,4.581,0.5721,0.7,0.6811,44,0.0242,0.532
1107,69.37,83.9,76.64,2,7.27,21.2,42.8,32.015,2,10.815,0.5722,0.7,0.6713,80,0.0232,0.532
1108,58.58,73.4,67.3733,3,6.3621,22.05,41.4,28.64,3,9.0523,0.5998,0.7,0.6697,84,0.0242,0.532
1109,46.59,56.6,50.7633,3,4.2525,9.73,40.3,24.8167,3,12.496,0.6316,0.7,0.6749,46,0.0161,0.02
1110,46.32,79.4,61.028,5,12.3743,17.01,33.5,24.59,5,6.3683,0.5998,0.7,0.6685,89,0.0212,0.02
1110,46.32,79.4,61.028,5,12.3743,17.01,33.5,24.59,5,6.3683,0.5998,0.7,0.6685,89,0.0212,0.02
1111,50.79,91.3,67.3433,6,16.3328,14.65,45.3,25.03,6,9.8839,0.6289,0.7,0.6716,42,0.0165,0.02
1112,49.32,61.5,58.4233,6,4.215,11.55,25.4,20.295,6,4.2398,0.6039,0.7,0.6683,86,0.0196,0.02
1113,51.73,89.1,78.474,5,13.7255,14.01,46.7,28.51,5,10.7159,0.6269,0.7,0.6702,43,0.0177,0.02
1114,52.45,87.1,69.2933,3,14.1755,18.75,42.6,30.4367,3,9.7555,0.6037,0.7,0.6679,83,0.0197,0.02
1114,52.45,87.1,69.2933,3,14.1755,18.75,42.6,30.4367,3,9.7555,0.6037,0.7,0.6679,83,0.0197,0.02
1118,55.89,62.3,59.3725,4,2.2884,19.75,29.5,23.5775,4,3.7457,0.6036,0.7,0.6686,70,0.0201,0.504
1118,55.89,62.3,59.3725,4,2.2884,19.75,29.5,23.5775,4,3.7457,0.6036,0.7,0.6686,70,0.0201,0.504
1119,48.34,88.3,68.295,2,19.955,9.72,47.8,28.775,2,19.055,0.5978,0.7,0.6694,84,0.0201,0.504
1120,51.88,87.6,71.284,5,13.7301,16.39,40.6,25.056,5,8.1756,0.6543,0.7,0.6718,40,0.0117,0.504
1121,50.6,82.3,61.445,6,10.8839,15.45,30.5,22.4433,6,4.8428,0.6076,0.8,0.678,88,0.0246,0.504
1121,50.6,82.3,61.445,6,10.8839,15.45,30.5,22.4433,6,4.8428,0.6076,0.8,0.678,88,0.0246,0.504
1122,55.12,97.4,66.7525,8,12.9725,19.26,49.2,25.835,8,8.9836,0.6551,0.7,0.6815,45,0.0152,0.504
1123,51,62,55.3567,3,4.773,10.96,23.5,17.84,3,5.1859,0.6123,0.8,0.6814,81,0.0221,0.504
1123,51,62,55.3567,3,4.773,10.96,23.5,17.84,3,5.1859,0.6123,0.8,0.6814,81,0.0221,0.504
1124,55,99.3,70.965,6,15.0912,15.22,52.1,27.1567,6,11.7695,0.6527,0.7,0.6812,42,0.0131,0.504
1125,80.45,86.8,84.56,3,2.9093,20.68,47,34.3267,3,10.778,0.6084,0.7,0.6756,82,0.0168,0.504
1126,51.92,66.4,57.32,3,6.472,13.36,37.1,22.4533,3,10.4829,0.6568,0.7,0.6769,43,0.0088,0.504
1126,51.92,66.4,57.32,3,6.472,13.36,37.1,22.4533,3,10.4829,0.6568,0.7,0.6769,43,0.0088,0.504
1127,55.48,77.1,60.3029,7,7.1102,13.8,27.4,20.9157,7,3.8848,0.6311,0.7,0.6773,79,0.0143,0.189
1128,60.42,101.4,70.795,6,14.5294,19.98,52.3,28.455,6,10.8023,0.6191,0.7,0.6728,72,0.0157,0.189
1128,60.42,101.4,70.795,6,14.5294,19.98,52.3,28.455,6,10.8023,0.6191,0.7,0.6728,72,0.0157,0.189
1129,68.13,85.3,75.9333,3,7.0707,20.84,24.3,22.78,3,1.4384,0.6504,0.7,0.6804,50,0.0131,0.189
1130,53.87,99,71.0517,6,16.6884,12.91,51.5,24.9467,6,12.3253,0.6222,0.7,0.6716,73,0.0165,0.189
1131,60.06,85.3,68.9775,4,10.3087,17.2,44.5,26.595,4,10.8564,0.6561,0.7,0.6782,42,0.0114,0.233
